,Seat,ConstituencyTitle,CandidateName,Party,Votes,TotalValidVotes,TotalRejectedVotes,TotalVotes,TotalRegisteredVoters,Turnout,
226,ABBOTTABAD-I,NA-17,Dr Muhammad Azhar Khan Jadoon,Pakistan Tehreek-e-Insaf,96549,187753,3932,191061,338273,56.48 %,
227,ABBOTTABAD-I,NA-17,Fida Hussain,Tehreek-e-Suba Hazara,2076,187753,3932,191061,338273,56.48 %,
228,ABBOTTABAD-I,NA-17,Habib ur Rehman Abbasi,Jamaat-e-Islami Pakistan,4408,187753,3932,191061,338273,56.48 %,
229,ABBOTTABAD-I,NA-17,Safdar Zaman,Pakistan Muslim League (Safdar),890,187753,3932,191061,338273,56.48 %,
230,ABBOTTABAD-I,NA-17,Sardar Mehtab Ahmed Khan,Pakistan Muslim League (N),69721,187753,3932,191061,338273,56.48 %,
231,ABBOTTABAD-I,NA-17,Sardar Muhammad Gulzar Abbasi,Pakistan Peoples Party Parliamentarians,1107,187753,3932,191061,338273,56.48 %,
232,ABBOTTABAD-I,NA-17,Sarfaraz Khan,Muttahida Qaumi Movement Pakistan,526,187753,3932,191061,338273,56.48 %,
233,ABBOTTABAD-I,NA-17,Tariq Sultan,Jamiat Ulama-e-Islam (F),3504,187753,3932,191061,338273,56.48 %,
234,ABBOTTABAD-I,NA-17,Zahoor Ahmed Chaudry,Independent,283,187753,3932,191061,338273,56.48 %,
235,ABBOTTABAD-II,NA-18,Asad Javed Khan,Hazara Awami Ittehad Pakistan,214,181627,6784,187224,336924,55.57 %,
236,ABBOTTABAD-II,NA-18,Muhammad Rashid,Awami Muslim League Pakistan,1036,181627,6784,187224,336924,55.57 %,
237,ABBOTTABAD-II,NA-18,Murtaza Javed Abbasi,Pakistan Muslim League (N),69839,181627,6784,187224,336924,55.57 %,
238,ABBOTTABAD-II,NA-18,Rabia Gul,Independent,2954,181627,6784,187224,336924,55.57 %,
239,ABBOTTABAD-II,NA-18,Sardar Haider Zaman,Tehreek-e-Suba Hazara,36571,181627,6784,187224,336924,55.57 %,
240,ABBOTTABAD-II,NA-18,Sardar Ibrar  Khan,Jamiat Ulama-e-Islam (F),1390,181627,6784,187224,336924,55.57 %,
241,ABBOTTABAD-II,NA-18,Sardar Muhammad Yaqoob,Pakistan Tehreek-e-Insaf,41391,181627,6784,187224,336924,55.57 %,
242,ABBOTTABAD-II,NA-18,Shahid Akram,Muttahida Qaumi Movement Pakistan,253,181627,6784,187224,336924,55.57 %,
243,ABBOTTABAD-II,NA-18,Sikandar Azam,Independent,11865,181627,6784,187224,336924,55.57 %,
244,ABBOTTABAD-II,NA-18,Syed Faisal Hussain Shah Gillani,MUTAHIDA DEENI MAHAZ,9309,181627,6784,187224,336924,55.57 %,
245,ABBOTTABAD-II,NA-18,Waheed Akhtar,Jamaat-e-Islami Pakistan,6805,181627,6784,187224,336924,55.57 %,
246,HARIPUR,NA-19,Faiza Bibi Rasheed,Independent,2464,288057,8467,295471,531865,55.55 %,
247,HARIPUR,NA-19,Farooq Shah,Independent,3096,288057,8467,295471,531865,55.55 %,
248,HARIPUR,NA-19,Ghulam Nabi,Jamaat-e-Islami Pakistan,5117,288057,8467,295471,531865,55.55 %,
249,HARIPUR,NA-19,Habibullah Khan,Muttahida Qaumi Movement Pakistan,699,288057,8467,295471,531865,55.55 %,
250,HARIPUR,NA-19,Irum Fatima,Independent,3590,288057,8467,295471,531865,55.55 %,
251,HARIPUR,NA-19,Major Rtd Jameel Ehsan Kiyani,Tehreek-e-Suba Hazara,3625,288057,8467,295471,531865,55.55 %,
252,HARIPUR,NA-19,Muhammad Riaz Baig,Independent,1346,288057,8467,295471,531865,55.55 %,
253,HARIPUR,NA-19,Omar Ayub Khan,Pakistan Muslim League (N),114807,288057,8467,295471,531865,55.55 %,
254,HARIPUR,NA-19,Pir Syed Alamzeb Shah,Jamiat Ulama-e-Islam (F),19860,288057,8467,295471,531865,55.55 %,
255,HARIPUR,NA-19,Raja Aamer Zaman,Pakistan Tehreek-e-Insaf,116979,288057,8467,295471,531865,55.55 %,
256,HARIPUR,NA-19,Sardar Muhammad Mushtaq Khan,Pakistan Peoples Party Parliamentarians,16474,288057,8467,295471,531865,55.55 %,
257,MANSEHRA-I,NA-20,Fakhar E Alam urf hazrat,Tehreek-e-Suba Hazara,630,221152,8452,226592,415191,54.6 %,
258,MANSEHRA-I,NA-20,Ghulam Nabi,Mohajir Qaumi Movement Pakistan,274,221152,8452,226592,415191,54.6 %,
259,MANSEHRA-I,NA-20,Ijaz Hussain Shazal,Independent,415,221152,8452,226592,415191,54.6 %,
260,MANSEHRA-I,NA-20,Muhammad Azam Khan Swati,Pakistan Tehreek-e-Insaf,75197,221152,8452,226592,415191,54.6 %,
261,MANSEHRA-I,NA-20,Muhammad Fayaz,Independent,1971,221152,8452,226592,415191,54.6 %,
262,MANSEHRA-I,NA-20,Muhammad Irfan,Independent,643,221152,8452,226592,415191,54.6 %,
263,MANSEHRA-I,NA-20,Muhammad Younis Khattak,Jamaat-e-Islami Pakistan,3321,221152,8452,226592,415191,54.6 %,
264,MANSEHRA-I,NA-20,Naveed Akhtar Khan,Pakistan Muslim League �H� Haqiqi,472,221152,8452,226592,415191,54.6 %,
265,MANSEHRA-I,NA-20,Samar Ul Islam,Independent,1862,221152,8452,226592,415191,54.6 %,
266,MANSEHRA-I,NA-20,Sardar Muhammad Yousaf,Pakistan Muslim League (N),106467,221152,8452,226592,415191,54.6 %,
267,MANSEHRA-I,NA-20,Sheikh Kamran Iqbal,Pakistan Peoples Party (Shaheed Bhutto),286,221152,8452,226592,415191,54.6 %,
268,MANSEHRA-I,NA-20,Syed Qasim Shah,Jamiat Ulama-e-Islam (F),29001,221152,8452,226592,415191,54.6 %,
269,MANSEHRA-I,NA-20,Wali Ur Rehman Chichi,Independent,613,221152,8452,226592,415191,54.6 %,
270,Tor Ghar cum Mansehra-II,NA-21,Capt R Muhammad Safdar,Pakistan Muslim League (N),91013,172537,5660,177071,392364,45.13 %,
271,Tor Ghar cum Mansehra-II,NA-21,Dr Muhammad Azam,Independent,1040,172537,5660,177071,392364,45.13 %,
272,Tor Ghar cum Mansehra-II,NA-21,Lady Doctor Shaheen Zameer,Independent,814,172537,5660,177071,392364,45.13 %,
273,Tor Ghar cum Mansehra-II,NA-21,Liaq Muhammad Khan,Jamiat Ulama-e-Islam (F),43342,172537,5660,177071,392364,45.13 %,
274,Tor Ghar cum Mansehra-II,NA-21,Maulana Abdul Malik,Jamaat-e-Islami Pakistan,3219,172537,5660,177071,392364,45.13 %,
275,Tor Ghar cum Mansehra-II,NA-21,Maulana Rab Nawaz tahir,Independent,4832,172537,5660,177071,392364,45.13 %,
276,Tor Ghar cum Mansehra-II,NA-21,Muhammad Yaqoob,Muttahida Qaumi Movement Pakistan,510,172537,5660,177071,392364,45.13 %,
277,Tor Ghar cum Mansehra-II,NA-21,Nawabzada Salahuddin Saeed,Pakistan Tehreek-e-Insaf,25615,172537,5660,177071,392364,45.13 %,
278,Tor Ghar cum Mansehra-II,NA-21,Shoukat Ali Khan,Independent,2152,172537,5660,177071,392364,45.13 %,
279,BATTAGRAM,NA-22,Akhtar Javid Khan,Pakistan Peoples Party Parliamentarians,105,71236,3400,73339,204979,35.78 %,
280,BATTAGRAM,NA-22,Alamzeb Khan,Pakistan Muslim League (N),12214,71236,3400,73339,204979,35.78 %,
281,BATTAGRAM,NA-22,Attaullah Khan Trand,Independent,10698,71236,3400,73339,204979,35.78 %,
282,BATTAGRAM,NA-22,Baber Khan,Independent,1012,71236,3400,73339,204979,35.78 %,
283,BATTAGRAM,NA-22,Fida Mohammad,Qaumi Watan Party (Sherpao),168,71236,3400,73339,204979,35.78 %,
284,BATTAGRAM,NA-22,Mohammad Nawaz Khan,Independent,13092,71236,3400,73339,204979,35.78 %,
285,BATTAGRAM,NA-22,Mohammad Saleem Malik,Independent,421,71236,3400,73339,204979,35.78 %,
286,BATTAGRAM,NA-22,Mulana Abdul Baqi Torkhel,Muttahida Qaumi Movement Pakistan,27,71236,3400,73339,204979,35.78 %,
287,BATTAGRAM,NA-22,Musbah Allah Baber,Independent,252,71236,3400,73339,204979,35.78 %,
288,BATTAGRAM,NA-22,Naeemullah Khan Trand,Independent,53,71236,3400,73339,204979,35.78 %,
289,BATTAGRAM,NA-22,Niaz Mohammad Khan,Pakistan Tehreek-e-Insaf,2370,71236,3400,73339,204979,35.78 %,
290,BATTAGRAM,NA-22,Nisar Ahmad,Jamaat-e-Islami Pakistan,679,71236,3400,73339,204979,35.78 %,
291,BATTAGRAM,NA-22,Nosherwan Khan,Independent,185,71236,3400,73339,204979,35.78 %,
292,BATTAGRAM,NA-22,Qari Faqir Mohammad Hazarvi,MUTAHIDA DEENI MAHAZ,344,71236,3400,73339,204979,35.78 %,
293,BATTAGRAM,NA-22,Qari Mohammad Yousif,Jamiat Ulama-e-Islam (F),18572,71236,3400,73339,204979,35.78 %,
294,BATTAGRAM,NA-22,Sabir Hussain Shah,Independent,1924,71236,3400,73339,204979,35.78 %,
295,BATTAGRAM,NA-22,Sardar Malik Jan,Independent,9120,71236,3400,73339,204979,35.78 %,
296,KOHISTAN,NA-23,Abdul Ghafoor,MUTAHIDA DEENI MAHAZ,530,51565,1022,51121,127028,40.24 %,
297,KOHISTAN,NA-23,Alhaaj Malak Aurangzeb Khan,Pakistan Muslim League,4997,51565,1022,51121,127028,40.24 %,
298,KOHISTAN,NA-23,Ameez Khan,Independent,202,51565,1022,51121,127028,40.24 %,
299,KOHISTAN,NA-23,Dilawar Khan,Independent,254,51565,1022,51121,127028,40.24 %,
300,KOHISTAN,NA-23,Malak Abad Shah,Independent,3882,51565,1022,51121,127028,40.24 %,
301,KOHISTAN,NA-23,Malak Syed Ahmad,Pakistan Muslim League (N),11865,51565,1022,51121,127028,40.24 %,
302,KOHISTAN,NA-23,Mehboobullah Jan Baqi,Jamiat Ulama-e-Islam (F),12337,51565,1022,51121,127028,40.24 %,
303,KOHISTAN,NA-23,Sarzameen,Independent,17498,51565,1022,51121,127028,40.24 %,
304,DERA ISMAIL KHAN,NA-24,Abdul Aziz,Independent,904,220433,10510,219518,390996,56.14 %,
305,DERA ISMAIL KHAN,NA-24,Ahmad Karim Kundi,Independent,91,220433,10510,219518,390996,56.14 %,
306,DERA ISMAIL KHAN,NA-24,Akram Rasti Gandapur,Independent,163,220433,10510,219518,390996,56.14 %,
307,DERA ISMAIL KHAN,NA-24,Alhaj Khizer Hayat Diyal,Independent,5215,220433,10510,219518,390996,56.14 %,
308,DERA ISMAIL KHAN,NA-24,Alhaj Malik Ghulam Ali Esar,Independent,1052,220433,10510,219518,390996,56.14 %,
309,DERA ISMAIL KHAN,NA-24,Alhaj Sardar Umar Farooq Khan,Independent,1293,220433,10510,219518,390996,56.14 %,
310,DERA ISMAIL KHAN,NA-24,Engineer Dawar Khan Kundi,Independent,80,220433,10510,219518,390996,56.14 %,
311,DERA ISMAIL KHAN,NA-24,Engineer Sher Zaman,Independent,67,220433,10510,219518,390996,56.14 %,
312,DERA ISMAIL KHAN,NA-24,Faisal Karim Kundi,Independent,230,220433,10510,219518,390996,56.14 %,
313,DERA ISMAIL KHAN,NA-24,Faqir Jamshid Ahmad,Pakistan Sariaki Party,868,220433,10510,219518,390996,56.14 %,
314,DERA ISMAIL KHAN,NA-24,Javed Hussan Laghari,Independent,116,220433,10510,219518,390996,56.14 %,
315,DERA ISMAIL KHAN,NA-24,Junaid Tariq Qureshi Advocate,Muttahida Qaumi Movement Pakistan,697,220433,10510,219518,390996,56.14 %,
316,DERA ISMAIL KHAN,NA-24,Khalifa Abdul Qayyum,MUTAHIDA DEENI MAHAZ,749,220433,10510,219518,390996,56.14 %,
317,DERA ISMAIL KHAN,NA-24,Maddo Jan,Independent,666,220433,10510,219518,390996,56.14 %,
318,DERA ISMAIL KHAN,NA-24,Malik Arshad Diyal,Independent,478,220433,10510,219518,390996,56.14 %,
319,DERA ISMAIL KHAN,NA-24,Malik Nisar Ahmad Thind,All Pakistan Muslim League,558,220433,10510,219518,390996,56.14 %,
320,DERA ISMAIL KHAN,NA-24,Mohammad Haroon Awan Advocate,Independent,126,220433,10510,219518,390996,56.14 %,
321,DERA ISMAIL KHAN,NA-24,Mohammad Jibran Shah,Independent,270,220433,10510,219518,390996,56.14 %,
322,DERA ISMAIL KHAN,NA-24,Molana Fazal Ur Rehman,Jamiat Ulama-e-Islam (F),92395,220433,10510,219518,390996,56.14 %,
323,DERA ISMAIL KHAN,NA-24,Muhammad Akmal,Independent,93,220433,10510,219518,390996,56.14 %,
324,DERA ISMAIL KHAN,NA-24,Muhammad Fiaz Qadri,Pakistan Muslim League (J),94,220433,10510,219518,390996,56.14 %,
325,DERA ISMAIL KHAN,NA-24,Mussarat Shaheen,Independent,99,220433,10510,219518,390996,56.14 %,
326,DERA ISMAIL KHAN,NA-24,Mustafa Kundi,Pakistan Tehreek-e-Insaf,21394,220433,10510,219518,390996,56.14 %,
327,DERA ISMAIL KHAN,NA-24,Pir Tufail Ahmad Jan Zakori,Independent,91,220433,10510,219518,390996,56.14 %,
328,DERA ISMAIL KHAN,NA-24,Rehan Malik Advocate,Pakistan Muslim League (N),8501,220433,10510,219518,390996,56.14 %,
329,DERA ISMAIL KHAN,NA-24,Saif Ur Rehman,Independent,145,220433,10510,219518,390996,56.14 %,
330,DERA ISMAIL KHAN,NA-24,Shahid Atta Khiyra,Independent,144,220433,10510,219518,390996,56.14 %,
331,DERA ISMAIL KHAN,NA-24,Syed Zameer Ul Hasnain Shah,Independent,697,220433,10510,219518,390996,56.14 %,
332,DERA ISMAIL KHAN,NA-24,Ubaid Ur Rehman,Independent,1379,220433,10510,219518,390996,56.14 %,
333,DERA ISMAIL KHAN,NA-24,Waqar Ahmad Khan,Pakistan Peoples Party Parliamentarians,67769,220433,10510,219518,390996,56.14 %,
334,DERA ISMAIL KHAN,NA-24,Waseem Rehan Advocate,Independent,2132,220433,10510,219518,390996,56.14 %,
335,DERA ISMAIL KHAN,NA-24,Zahid Mohibullah Khan Advocate,Jamaat-e-Islami Pakistan,392,220433,10510,219518,390996,56.14 %,
336,D.I.KHAN-CUM-TANK,NA-25,Ahmed Abdullah Zafar,Independent,119,187513,9165,195360,366793,53.26 %,
337,D.I.KHAN-CUM-TANK,NA-25,Ahmed Karim Kundi,Independent,154,187513,9165,195360,366793,53.26 %,
338,D.I.KHAN-CUM-TANK,NA-25,Alhaj Sardar Umar Farooq Khan,Independent,2002,187513,9165,195360,366793,53.26 %,
339,D.I.KHAN-CUM-TANK,NA-25,Engineer Dawar Khan Kundi,Pakistan Tehreek-e-Insaf,47543,187513,9165,195360,366793,53.26 %,
340,D.I.KHAN-CUM-TANK,NA-25,Faisal Karim Kundi,Pakistan Peoples Party Parliamentarians,46262,187513,9165,195360,366793,53.26 %,
341,D.I.KHAN-CUM-TANK,NA-25,Faqir Jamshed Ahmed,Pakistan Sariaki Party,2956,187513,9165,195360,366793,53.26 %,
342,D.I.KHAN-CUM-TANK,NA-25,Ghulam Habib,Independent,582,187513,9165,195360,366793,53.26 %,
343,D.I.KHAN-CUM-TANK,NA-25,Khan Gul,Independent,116,187513,9165,195360,366793,53.26 %,
344,D.I.KHAN-CUM-TANK,NA-25,Mohammad Younas Khan Gandapur,Independent,141,187513,9165,195360,366793,53.26 %,
345,D.I.KHAN-CUM-TANK,NA-25,Mohammad Yousaf Shah,Pakistan Muslim League (N),2871,187513,9165,195360,366793,53.26 %,
346,D.I.KHAN-CUM-TANK,NA-25,Molana Fazal Rehman,Jamiat Ulama-e-Islam (F),77595,187513,9165,195360,366793,53.26 %,
347,D.I.KHAN-CUM-TANK,NA-25,Molana Muhammad Zubair Rohani Bazi,Jamiat Ulama-e-Pakistan  (Noorani),1044,187513,9165,195360,366793,53.26 %,
348,D.I.KHAN-CUM-TANK,NA-25,Muhammad Ajmal,Independent,325,187513,9165,195360,366793,53.26 %,
349,D.I.KHAN-CUM-TANK,NA-25,Muhammad Aslam Khan,Pakistan Peoples Party (Shaheed Bhutto),71,187513,9165,195360,366793,53.26 %,
350,D.I.KHAN-CUM-TANK,NA-25,Muhammad Ghalib Kamal Advocate,Independent,128,187513,9165,195360,366793,53.26 %,
351,D.I.KHAN-CUM-TANK,NA-25,Muhammad Naseer Khan,Independent,915,187513,9165,195360,366793,53.26 %,
352,D.I.KHAN-CUM-TANK,NA-25,Mustafa Kundi,Independent,2105,187513,9165,195360,366793,53.26 %,
353,D.I.KHAN-CUM-TANK,NA-25,Pir Muhammad Farooq,Independent,301,187513,9165,195360,366793,53.26 %,
354,D.I.KHAN-CUM-TANK,NA-25,Zafar Baig Bitani,Independent,2283,187513,9165,195360,366793,53.26 %,
355,BANNU,NA-26,Abdul Samad Khan,Independent,432,175007,5300,177252,444059,39.00 %,
356,BANNU,NA-26,Akram Khan Durrani,Jamiat Ulama-e-Islam (F),78294,175007,5300,177252,444059,39.00 %,
357,BANNU,NA-26,Alamgir Khan,Independent,4594,175007,5300,177252,444059,39.00 %,
358,BANNU,NA-26,Anwar Saifullah Khan,Pakistan Peoples Party Parliamentarians,2320,175007,5300,177252,444059,39.00 %,
359,BANNU,NA-26,Doctor Raham Baz Khan,Independent,806,175007,5300,177252,444059,39.00 %,
360,BANNU,NA-26,Faridullah,MUTAHIDA DEENI MAHAZ,112,175007,5300,177252,444059,39.00 %,
361,BANNU,NA-26,Hizbullah,All Pakistan Muslim League,52,175007,5300,177252,444059,39.00 %,
362,BANNU,NA-26,Imran Khan,Mohajir Qaumi Movement Pakistan,260,175007,5300,177252,444059,39.00 %,
363,BANNU,NA-26,Main Asmatullah Shah,Pashtoonkhwa Milli Awami Party,348,175007,5300,177252,444059,39.00 %,
364,BANNU,NA-26,Malik Akhtar Ali Khan,Independent,3260,175007,5300,177252,444059,39.00 %,
365,BANNU,NA-26,Matiullah Khan,Pakistan Tehreek-e-Insaf,25392,175007,5300,177252,444059,39.00 %,
366,BANNU,NA-26,Maulana Nasim Ali Shah,Independent,45270,175007,5300,177252,444059,39.00 %,
367,BANNU,NA-26,Muhammad Hayat Khan,Independent,251,175007,5300,177252,444059,39.00 %,
368,BANNU,NA-26,Muqarab Khan Wazir,Independent,58,175007,5300,177252,444059,39.00 %,
369,BANNU,NA-26,Professor Muhammad Ibrahim Khan,Jamaat-e-Islami Pakistan,12831,175007,5300,177252,444059,39.00 %,
370,BANNU,NA-26,Zafar Jehangir Khan,Independent,323,175007,5300,177252,444059,39.00 %,
371,LAKKI MARWAT,NA-27,ABDULLAH KHAN,Pashtoonkhwa Milli Awami Party,121,169216,5277,174492,330921,53 %,
372,LAKKI MARWAT,NA-27,ABDUR RAHIM,Independent,37,169216,5277,174492,330921,53 %,
373,LAKKI MARWAT,NA-27,ALI SARWAR,Awami National Party,2909,169216,5277,174492,330921,53 %,
374,LAKKI MARWAT,NA-27,AMIR NAWAZ KHAN,Independent,118,169216,5277,174492,330921,53 %,
375,LAKKI MARWAT,NA-27,AMIRULLAH,Pakistan Tehreek-e-Insaf,18405,169216,5277,174492,330921,53 %,
376,LAKKI MARWAT,NA-27,ASGHAR ALI,Independent,219,169216,5277,174492,330921,53 %,
377,LAKKI MARWAT,NA-27,FARIDULLAH KHAN,Independent,675,169216,5277,174492,330921,53 %,
378,LAKKI MARWAT,NA-27,HAJI MUHAMMAD AKRAM KHAN,Independent,264,169216,5277,174492,330921,53 %,
379,LAKKI MARWAT,NA-27,ISHFAQ AHMAD KHAN,Independent,39,169216,5277,174492,330921,53 %,
380,LAKKI MARWAT,NA-27,KHAN BAHADER MARWAT,Independent,54,169216,5277,174492,330921,53 %,
381,LAKKI MARWAT,NA-27,MOLANA FAZAL REHMAN,Jamiat Ulama-e-Islam (F),85051,169216,5277,174492,330921,53 %,
382,LAKKI MARWAT,NA-27,MUHAMMAD HALIM,Independent,4046,169216,5277,174492,330921,53 %,
383,LAKKI MARWAT,NA-27,MUHAMMAD JAVED ANWAR KHAN,Pakistan Muslim League,114,169216,5277,174492,330921,53 %,
384,LAKKI MARWAT,NA-27,NISAR AHMAD,Independent,75,169216,5277,174492,330921,53 %,
385,LAKKI MARWAT,NA-27,QABOOL BIBI,Independent,120,169216,5277,174492,330921,53 %,
386,LAKKI MARWAT,NA-27,QUDRATULLAH KHAN,Independent,448,169216,5277,174492,330921,53 %,
387,LAKKI MARWAT,NA-27,SAKHI MAR JAN,Jamiat Ulama-e-Pakistan  (Noorani),45,169216,5277,174492,330921,53 %,
388,LAKKI MARWAT,NA-27,SALIM SAIFULLAH KHAN,Pakistan Muslim League (N),56824,169216,5277,174492,330921,53 %,
389,LAKKI MARWAT,NA-27,ZAHID UR REHMAN,Independent,75,169216,5277,174492,330921,53 %,
390,BUNER,NA-28,Abdul Rauf,Awami National Party,21151,123029,5188,126255,360019,35.07 %,
391,BUNER,NA-28,Bakht Zar,Jamiat Ulama-e-Islam (S),258,123029,5188,126255,360019,35.07 %,
392,BUNER,NA-28,Bakhtiar Ali,Qaumi Watan Party (Sherpao),1927,123029,5188,126255,360019,35.07 %,
393,BUNER,NA-28,Dawa Khan,Pakistan Muslim League,1344,123029,5188,126255,360019,35.07 %,
394,BUNER,NA-28,Doctor Sultan Zeb Khan,Pakistan Peoples Party Parliamentarians,530,123029,5188,126255,360019,35.07 %,
395,BUNER,NA-28,Fanoos Gujar,Awami Workers Party,10039,123029,5188,126255,360019,35.07 %,
396,BUNER,NA-28,Maulana Haleem ur Rahman,Jamiat Ulama-e-Islam (F),21290,123029,5188,126255,360019,35.07 %,
397,BUNER,NA-28,Mian Moin Uddin,Pakistan Tehreek-e-Insaf,23336,123029,5188,126255,360019,35.07 %,
398,BUNER,NA-28,Rashid Imran Khan,Jamiat Ulama-e-Pakistan  (Noorani),306,123029,5188,126255,360019,35.07 %,
399,BUNER,NA-28,Sarmir Khan,All Pakistan Muslim League,610,123029,5188,126255,360019,35.07 %,
400,BUNER,NA-28,Sarzamin Khan,Pakistan Muslim League (N),11917,123029,5188,126255,360019,35.07 %,
401,BUNER,NA-28,Sher Akbar Khan,Jamaat-e-Islami Pakistan,29170,123029,5188,126255,360019,35.07 %,
402,SWAT-I,NA-29,AKHTAR ALI KHAN,Jamaat-e-Islami Pakistan,11240,178857,6237,184299,521072,35.37 %,
403,SWAT-I,NA-29,ALI KHAN,Independent,415,178857,6237,184299,521072,35.37 %,
404,SWAT-I,NA-29,DOST MUHAMMAD KHAN,Pakistan Peoples Party Parliamentarians,7919,178857,6237,184299,521072,35.37 %,
405,SWAT-I,NA-29,DR SIRAJ UD DIN,Tehreek-e-Pasmanada Awam Pakistan,2798,178857,6237,184299,521072,35.37 %,
406,SWAT-I,NA-29,KHURSHID ALI,Pashtoonkhwa Milli Awami Party,1743,178857,6237,184299,521072,35.37 %,
407,SWAT-I,NA-29,MAULANA NIZAM UD DIN,Jamiat Ulama-e-Islam (F),21026,178857,6237,184299,521072,35.37 %,
408,SWAT-I,NA-29,MOHSIN BADSHAH ADVOCATE,Muttahida Qaumi Movement Pakistan,742,178857,6237,184299,521072,35.37 %,
409,SWAT-I,NA-29,MURAD SAEED,Pakistan Tehreek-e-Insaf,88513,178857,6237,184299,521072,35.37 %,
410,SWAT-I,NA-29,MUZAFFAR-UL-MULK,Awami National Party,14690,178857,6237,184299,521072,35.37 %,
411,SWAT-I,NA-29,PIR SYED,Jamiat Ulama-e-Pakistan  (Noorani),1068,178857,6237,184299,521072,35.37 %,
412,SWAT-I,NA-29,SADDIQ ALI KHAN,Independent,2152,178857,6237,184299,521072,35.37 %,
413,SWAT-I,NA-29,SAJAD HUSSAIN,Pakistan Muslim League,834,178857,6237,184299,521072,35.37 %,
414,SWAT-I,NA-29,SYED MUHAMMAD ALI SHAH BACHA LALA,Pakistan Muslim League (N),24212,178857,6237,184299,521072,35.37 %,
415,SWAT-I,NA-29,UBAID UR REHMAN,Jumiat Ulma-e-Islam(Nazryati),1505,178857,6237,184299,521072,35.37 %,
416,SWAT-II,NA-30,Altafullah,Independent,53,158098,7228,165325,460748,35.88 %,
417,SWAT-II,NA-30,Amir Muqam,Pakistan Muslim League (N),33027,158098,7228,165325,460748,35.88 %,
418,SWAT-II,NA-30,Amjad Ali Khan,Tehreek-e-Pasmanada Awam Pakistan,1592,158098,7228,165325,460748,35.88 %,
419,SWAT-II,NA-30,Azam khan,Independent,172,158098,7228,165325,460748,35.88 %,
420,SWAT-II,NA-30,Badshah Muain,Jamiat Ulama-e-Pakistan  (Noorani),189,158098,7228,165325,460748,35.88 %,
421,SWAT-II,NA-30,Fazale Subhan,Jamaat-e-Islami Pakistan,11367,158098,7228,165325,460748,35.88 %,
422,SWAT-II,NA-30,Inzar Gul,Pakistan Muslim League Council,172,158098,7228,165325,460748,35.88 %,
423,SWAT-II,NA-30,Kamal Shah,Awami Workers Party,1162,158098,7228,165325,460748,35.88 %,
424,SWAT-II,NA-30,Khurshid,Awami National Party,15595,158098,7228,165325,460748,35.88 %,
425,SWAT-II,NA-30,Maulana Rasheed Ahmad,MUTAHIDA DEENI MAHAZ,618,158098,7228,165325,460748,35.88 %,
426,SWAT-II,NA-30,Mehmood,Independent,304,158098,7228,165325,460748,35.88 %,
427,SWAT-II,NA-30,Muhammad Bashir Khan,Independent,2519,158098,7228,165325,460748,35.88 %,
428,SWAT-II,NA-30,Muhammad Hafeezur Rahman,Jamiat Ulama-e-Islam (F),16704,158098,7228,165325,460748,35.88 %,
429,SWAT-II,NA-30,Muhammad Mukhtiar,Pashtoonkhwa Milli Awami Party,2739,158098,7228,165325,460748,35.88 %,
430,SWAT-II,NA-30,Muhammad Musa Khan,Independent,686,158098,7228,165325,460748,35.88 %,
431,SWAT-II,NA-30,Muhammad Nazeer,Jumiat Ulma-e-Islam(Nazryati),741,158098,7228,165325,460748,35.88 %,
432,SWAT-II,NA-30,Muhammad Tahir Khan,Independent,143,158098,7228,165325,460748,35.88 %,
433,SWAT-II,NA-30,Mumtaz Hussain,Independent,338,158098,7228,165325,460748,35.88 %,
434,SWAT-II,NA-30,Nairoz Mian,Independent,2579,158098,7228,165325,460748,35.88 %,
435,SWAT-II,NA-30,Said Ahmad Khan,Independent,333,158098,7228,165325,460748,35.88 %,
436,SWAT-II,NA-30,Salim Rehman,Pakistan Tehreek-e-Insaf,49976,158098,7228,165325,460748,35.88 %,
437,SWAT-II,NA-30,Sher Bahadar,Independent,114,158098,7228,165325,460748,35.88 %,
438,SWAT-II,NA-30,Syed Allauddin,Pakistan Peoples Party Parliamentarians,16373,158098,7228,165325,460748,35.88 %,
439,SWAT-II,NA-30,Talhayat Khan,Independent,699,158098,7228,165325,460748,35.88 %,
440,SHANGLA,NA-31,ABDUR RAJ KHAN,Pakistan Muslim League,252,92744,4093,93978,296723,31.67 %,
441,SHANGLA,NA-31,DOCTOR MUHAMMAD ANWAR SHAH,Jamaat-e-Islami Pakistan,4579,92744,4093,93978,296723,31.67 %,
442,SHANGLA,NA-31,ENGINEER HAMID IQBAL KHAN,Pakistan Peoples Party Parliamentarians,11061,92744,4093,93978,296723,31.67 %,
443,SHANGLA,NA-31,FANOOS GUJAR,Awami Workers Party,3954,92744,4093,93978,296723,31.67 %,
444,SHANGLA,NA-31,GHAZANFAR ANJUM YOUSAFZAI  ADVOCATE,Mohajir Qaumi Movement Pakistan,134,92744,4093,93978,296723,31.67 %,
445,SHANGLA,NA-31,IBADULLAH,Pakistan Muslim League (N),30916,92744,4093,93978,296723,31.67 %,
446,SHANGLA,NA-31,MAULANA QARI MUSHTAQ AHMAD,Independent,3986,92744,4093,93978,296723,31.67 %,
447,SHANGLA,NA-31,MIAN NAZIR RAHMAN,Independent,63,92744,4093,93978,296723,31.67 %,
